id,name,desc,level,image,success_event_ids,source_file
DISTAR_FOES_CAT,,,3,,"3, 0, distar.131",95_anomaly_categories_distant_stars.txt
DISTAR_DIAMOND_CAT,,,2,,"2, 1, yes, yes, pc_f_star, no, 0.5, distar.140",95_anomaly_categories_distant_stars.txt
DISTAR_MOLTEN_CAT,,,1,,"1, 1, yes, no, 0.5, distar.145",95_anomaly_categories_distant_stars.txt
DISTAR_MERCURY_CAT,,,7,,"7, yes, 0.1, yes, yes, no, distar.150",95_anomaly_categories_distant_stars.txt
DISTAR_WARFORM_CAT,,,5,,"5, 1, yes, yes, distar.155",95_anomaly_categories_distant_stars.txt
DISTAR_BRAINSLUG_CAT,,,4,,"4, 10, yes, yes, d_dangerous_wildlife_blocker, pm_dangerous_wildlife, d_abandoned_primitive_homesteads, yes, distar.170",95_anomaly_categories_distant_stars.txt
DISTAR_THIRSTY_CAT,,,1,,"1, 1, yes, shipclass_research_station, distar.180",95_anomaly_categories_distant_stars.txt
DISTAR_FLYTRAP_CAT,,,1,,"1, 10, yes, pc_desert, pc_arctic, 0, no, yes, predatory_plants, -1, distar.185",95_anomaly_categories_distant_stars.txt
DISTAR_LIVING_CAT,,,5,,"5, 0, distar.190",95_anomaly_categories_distant_stars.txt
DISTAR_ZONE_CAT,,,2,,"2, 1, yes, yes, owner, no, yes, distar.220",95_anomaly_categories_distant_stars.txt
DISTAR_RAT_CAT,,,2,,"2, 0, yes, no, yes, no, distar.231",95_anomaly_categories_distant_stars.txt
DISTAR_MED_CAT,,,5,,"5, 0, distar.244",95_anomaly_categories_distant_stars.txt
DISTAR_POD_CAT,,,3,,"3, 0, distar.245",95_anomaly_categories_distant_stars.txt
DISTAR_PHASE_CAT,,,10,,"10, 0, 1, phaseshifting_active, phaseshifted, space_owner, space_owner, root.owner, distar.250, 1, phaseshifting_active, phaseshifted, space_owner, root.owner, distar.302, 1, phaseshifting_active, phaseshifted, distar.303",95_anomaly_categories_distant_stars.txt
DISTAR_SOY_CAT,,,6,,"6, 1, pc_tropical, pc_continental, pc_savannah, pc_alpine, pc_ocean, pc_gaia, 0, no, owner, yes, distar.260, distar.261",95_anomaly_categories_distant_stars.txt
DISTAR_SIGNAL_CAT,,,1,,"1, 1, yes, yes, no, yes, distar.265",95_anomaly_categories_distant_stars.txt
DISTAR_PUZZLE_CAT,,,1,,"1, 1, yes, yes, no, yes, distar.270",95_anomaly_categories_distant_stars.txt
DISTAR_NANOCITY_CAT,,,2,,"2, 1, yes, pc_barren_cold, pc_frozen, no, yes, distar.275",95_anomaly_categories_distant_stars.txt
DISTAR_NANOSAND_CAT,,,2,,"2, 1, yes, pc_desert, pc_gaia, pc_barren, no, no, yes, distar.280",95_anomaly_categories_distant_stars.txt
DISTAR_MEDGAS_CAT,,,3,,"3, 1, pc_gas_giant, no, l_cluster_chain, clues, 5, pc_gas_giant, no, 0, no, l_cluster_opened, l_cluster_chain, clues, no, yes, distar.285",95_anomaly_categories_distant_stars.txt
debris_gasgiant_category_temp,,,8,,"8, yes, 0.65, 0.35, yes, pc_gas_giant, 0, mam5, fun4, yes, distar.1000",95_anomaly_categories_distant_stars.txt
star_lifting_category,,,4,,"4, yes, 0, distar.1020",95_anomaly_categories_distant_stars.txt
abandoned_outpost_category,,,4,,"4, yes, 0, distar.1030",95_anomaly_categories_distant_stars.txt
ast_debris_field_1_cat_2,,,3,,"3, yes, 3, yes, yes, 3, tech_cloning, 0, yes, mol8, distar.1080, 0, yes, yes, trait_mechanical, trait_machine_unit, distar.1050, 0, shipclass_research_station, shipclass_mining_station, distar.2000",95_anomaly_categories_distant_stars.txt
atomic_clock_cat,,,3,,"3, yes, 3, shipclass_research_station, shipclass_mining_station, owner, yes, pc_ringworld_habitable, yes, no, no, 0, yes, distar.1045",95_anomaly_categories_distant_stars.txt
gaia_planet_cat,,,3,,"3, yes, 3, yes, pc_gaia, distar.1060",95_anomaly_categories_distant_stars.txt
corrupt_data_cat,,,4,,"4, yes, 3, yes, yes, 0, yes, yes, empire_cluster, pc_gaia, d_betharian_deposit, d_alien_pets_deposit, archaeological_site, distar.1065",95_anomaly_categories_distant_stars.txt
irregular_energy_cat,,,4,,"4, yes, 0.1, yes, yes, 0, yes, trait_mechanical, trait_machine_unit, distar.1070",95_anomaly_categories_distant_stars.txt
peculiar_patterns_cat,,,3,,"3, 0.1, yes, pc_gaia, pc_continental, pc_savannah, pc_tropical, pc_ocean, 1, pc_gaia, pc_continental, pc_savannah, pc_tropical, distar.1090, 1, pc_gaia, pc_continental, pc_savannah, pc_tropical, distar.1095, 1, pc_ocean, distar.2010",95_anomaly_categories_distant_stars.txt
tomb_world_cat,,,4,,"4, 3, yes, pc_toxic, pc_nuked, pc_barren, pc_barren_cold, nuked_planet_anomalies_disabled, 1, pc_toxic, pc_nuked, distar.2005, 1, pc_barren, pc_barren_cold, 0, shipclass_research_station, shipclass_mining_station, distar.2015",95_anomaly_categories_distant_stars.txt
alien_life_cat,,,3,GFX_evt_alien_nature,"GFX_evt_alien_nature, 3, 3, yes, yes, dangerous_wildlife, distar.2020",95_anomaly_categories_distant_stars.txt
moon_cat,,,3,,"3, yes, 3, yes, yes, no, shipclass_research_station, shipclass_mining_station, yes, yes, prevprevprev, distar.2025",95_anomaly_categories_distant_stars.txt
time_loop_world,,,4,,"4, yes, 0, distar.2030",95_anomaly_categories_distant_stars.txt
stolen_ship_cat,,,3,,"3, yes, 3, yes, yes, 2, l_cluster_opened, l_cluster_chain, clues, l_cluster_chain, distar.2040",95_anomaly_categories_distant_stars.txt
transmitter_cat,,,2,,"2, yes, 3, yes, no, l_cluster_opened, l_cluster_chain, clues, l_cluster_chain, gateway_ruined, gateway_restored, gateway_final, lgate_base, distar.2045",95_anomaly_categories_distant_stars.txt
disco_trojan_asteroid_cat,,,3,,"3, 2, yes, no, 0, yes, distar.3000",95_anomaly_categories_distant_stars.txt
disco_impossible_organism_cat,,,6,,"6, yes, 0.75, 2, pc_toxic, no, 0, ethic_xenophobe, ethic_fanatic_xenophobe, yes, distar.3010",95_anomaly_categories_distant_stars.txt
disco_stranded_scientist_cat,,,4,,"yes, 4, 2, yes, no, 0, yes, ethic_fanatic_xenophobe, yes, distar.3020",95_anomaly_categories_distant_stars.txt
disco_molluscoid_miners_cat,,,3,,"3, 2, pc_desert, pc_arid, pc_savannah, no, 0, yes, ethic_fanatic_xenophobe, mol6, distar.3030",95_anomaly_categories_distant_stars.txt
disco_alien_machine_cat,,,3,,"3, 0.5, 2, yes, no, distar.3040",95_anomaly_categories_distant_stars.txt
disco_speed_demon_cat,,,4,,"4, 2, yes, no, 0, yes, distar.3050",95_anomaly_categories_distant_stars.txt
disco_breathing_rift_cat,,,3,,"3, 2, yes, sc_black_hole, sc_neutron_star, sc_pulsar, distar.3060",95_anomaly_categories_distant_stars.txt
disco_gray_cat,,,3,,"3, 6, pc_gray_goo, lcluster, 0, gray_goo_crisis_set, dragon_season, gray_goo_empire_set, graygoo.400",95_anomaly_categories_distant_stars.txt
vultaum_1_cat,,,,,"10, precursor_1, yes, precursor_world, vultaum_1, vultaum_intro, vultaum_chain, precursor_world, vultaum_1, precursor.5, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_2_cat,,,,,"10, precursor_1, yes, precursor_world, vultaum_2, vultaum_intro, vultaum_chain, precursor_world, vultaum_2, precursor.10, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_3_cat,,,,,"10, precursor_world, yes, precursor_1, vultaum_3, vultaum_intro, vultaum_chain, precursor_world, vultaum_3, precursor.15, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_4_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_4, vultaum_intro, vultaum_chain, precursor_world, vultaum_4, precursor.20, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_5_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_5, vultaum_intro, vultaum_chain, precursor_world, vultaum_5, precursor.25, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_6_cat,,,,,"10, precursor_world, pc_gas_giant, precursor_1, no, vultaum_6, vultaum_intro, vultaum_chain, precursor_world, vultaum_6, precursor.30, anomaly_failure.33, anomaly_failure.900, anomaly_failure.901, anomaly_failure.902, anomaly_failure.903",96_anomaly_categories_precursors.txt
vultaum_7_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_7, vultaum_intro, vultaum_chain, precursor_world, vultaum_7, precursor.35, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_8_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_8, vultaum_intro, vultaum_chain, precursor_world, vultaum_8, precursor.40, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_9_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_9, vultaum_intro, vultaum_chain, precursor_world, vultaum_9, precursor.45, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_10_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_10, vultaum_intro, vultaum_chain, precursor_world, vultaum_10, precursor.50, anomaly_failure.33, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
vultaum_11_cat,,,,,"10, precursor_world, yes, precursor_1, no, vultaum_11, vultaum_intro, vultaum_chain, precursor_world, vultaum_11, precursor.55, anomaly_failure.33, anomaly_failure.400, anomaly_failure.401, anomaly_failure.402, anomaly_failure.403, anomaly_failure.404, anomaly_failure.405",96_anomaly_categories_precursors.txt
yuht_1_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_1, yuht_intro, yuht_chain, precursor_world, yuht_1, precursor.505, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_2_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_2, yuht_intro, yuht_chain, precursor_world, yuht_2, precursor.510, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_3_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_3, yuht_intro, yuht_chain, precursor_world, yuht_3, precursor.515, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_4_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_4, yuht_intro, yuht_chain, precursor_world, yuht_4, precursor.520, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_5_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_5, yuht_intro, yuht_chain, precursor_world, yuht_5, precursor.525, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_6_cat,,,,,"10, precursor_world, pc_gas_giant, precursor_2, no, yuht_6, yuht_intro, yuht_chain, precursor_world, yuht_6, precursor.530, anomaly_failure.34, anomaly_failure.900, anomaly_failure.901, anomaly_failure.902, anomaly_failure.903",96_anomaly_categories_precursors.txt
yuht_7_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_7, yuht_intro, yuht_chain, precursor_world, yuht_7, precursor.535, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_8_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_8, yuht_intro, yuht_chain, precursor_world, yuht_8, precursor.540, anomaly_failure.34, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
yuht_9_cat,,,,,"10, precursor_world, yes, precursor_2, no, yuht_9, yuht_intro, yuht_chain, precursor_world, yuht_9, precursor.545, anomaly_failure.34, anomaly_failure.400, anomaly_failure.401, anomaly_failure.402, anomaly_failure.403, anomaly_failure.404, anomaly_failure.405",96_anomaly_categories_precursors.txt
league_1_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_1, first_league_intro, first_league_chain, precursor_world, first_league_1, precursor.1005, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_2_cat,,,,,"10, precursor_world, pc_gas_giant, precursor_3, no, first_league_2, first_league_intro, first_league_chain, precursor_world, first_league_2, precursor.1010, anomaly_failure.35, anomaly_failure.900, anomaly_failure.901, anomaly_failure.902, anomaly_failure.903",96_anomaly_categories_precursors.txt
league_3_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_3, first_league_intro, first_league_chain, precursor_world, first_league_3, precursor.1015, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_4_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_4, first_league_intro, first_league_chain, precursor_world, first_league_4, precursor.1020, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_5_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_5, first_league_intro, first_league_chain, precursor_world, first_league_5, precursor.1025, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_6_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_6, first_league_intro, first_league_chain, precursor_world, first_league_6, precursor.1030, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_7_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_7, first_league_intro, first_league_chain, precursor_world, first_league_7, precursor.1035, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_8_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_8, first_league_intro, first_league_chain, precursor_world, first_league_8, precursor.1040, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_9_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_9, first_league_intro, first_league_chain, precursor_world, first_league_9, precursor.1045, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_10_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_10, first_league_intro, first_league_chain, precursor_world, first_league_10, precursor.1050, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_11_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_11, first_league_intro, first_league_chain, precursor_world, first_league_11, precursor.1055, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_12_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_12, first_league_intro, first_league_chain, precursor_world, first_league_12, precursor.1060, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_13_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_13, first_league_intro, first_league_chain, precursor_world, first_league_13, precursor.1065, anomaly_failure.35, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
league_14_cat,,,,,"10, precursor_world, yes, precursor_3, no, first_league_14, first_league_intro, first_league_chain, precursor_world, first_league_14, precursor.1070, anomaly_failure.35, anomaly_failure.400, anomaly_failure.401, anomaly_failure.402, anomaly_failure.403, anomaly_failure.404, anomaly_failure.405",96_anomaly_categories_precursors.txt
irassian_1_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_1, irassian_intro, irassian_chain, precursor_world, irassians_1, precursor.1505, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_2_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_2, irassian_intro, irassian_chain, precursor_world, irassians_2, precursor.1510, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_3_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_3, irassian_intro, irassian_chain, precursor_world, irassians_3, precursor.1515, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_4_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_4, irassian_intro, irassian_chain, precursor_world, irassians_4, precursor.1520, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_5_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_5, irassian_intro, irassian_chain, precursor_world, irassians_5, precursor.1525, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_6_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_6, irassian_intro, irassian_chain, precursor_world, irassians_6, precursor.1530, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_7_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_7, irassian_intro, irassian_chain, precursor_world, irassians_7, precursor.1535, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_8_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_8, irassian_intro, irassian_chain, precursor_world, irassians_8, precursor.1540, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_9_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_9, irassian_intro, irassian_chain, precursor_world, irassians_9, precursor.1545, anomaly_failure.36, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
irassian_10_cat,,,,,"10, precursor_world, yes, precursor_4, no, irassians_10, irassian_intro, irassian_chain, precursor_world, irassians_10, precursor.1550, anomaly_failure.36, anomaly_failure.400, anomaly_failure.401, anomaly_failure.402, anomaly_failure.403, anomaly_failure.404, anomaly_failure.405",96_anomaly_categories_precursors.txt
irassian_11_cat,,,,,"10, precursor_world, pc_gas_giant, precursor_4, no, irassians_11, irassian_intro, irassian_chain, precursor_world, irassians_11, precursor.1555, anomaly_failure.36, anomaly_failure.900, anomaly_failure.901, anomaly_failure.902, anomaly_failure.903",96_anomaly_categories_precursors.txt
cybrex_1_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_1, cybrex_intro, cybrex_chain, precursor_world, cybrex_1, precursor.2005, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_2_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_2, cybrex_intro, cybrex_chain, precursor_world, cybrex_2, precursor.2010, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_3_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_3, cybrex_intro, cybrex_chain, precursor_world, cybrex_3, precursor.2015, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_4_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_4, cybrex_intro, cybrex_chain, precursor_world, cybrex_4, precursor.2020, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_5_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_5, cybrex_intro, cybrex_chain, precursor_world, cybrex_5, precursor.2025, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_6_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_6, cybrex_intro, cybrex_chain, precursor_world, cybrex_6, precursor.2030, anomaly_failure.37, anomaly_failure.400, anomaly_failure.401, anomaly_failure.402, anomaly_failure.403, anomaly_failure.404, anomaly_failure.405",96_anomaly_categories_precursors.txt
cybrex_7_cat,,,,,"10, precursor_world, pc_gas_giant, precursor_5, no, cybrex_7, cybrex_intro, cybrex_chain, precursor_world, cybrex_7, precursor.2035, anomaly_failure.37, anomaly_failure.900, anomaly_failure.901, anomaly_failure.902, anomaly_failure.903",96_anomaly_categories_precursors.txt
cybrex_8_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_8, cybrex_intro, cybrex_chain, precursor_world, cybrex_8, precursor.2040, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_9_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_9, cybrex_intro, cybrex_chain, precursor_world, cybrex_9, precursor.2045, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_10_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_10, cybrex_intro, cybrex_chain, precursor_world, cybrex_10, precursor.2050, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
cybrex_11_cat,,,,,"10, precursor_world, yes, precursor_5, no, cybrex_11, cybrex_intro, cybrex_chain, precursor_world, cybrex_11, precursor.2055, anomaly_failure.37, anomaly_failure.1400, anomaly_failure.1401, anomaly_failure.1402, anomaly_failure.1403, anomaly_failure.1404, anomaly_failure.1405",96_anomaly_categories_precursors.txt
VULTAUMAR,,,,,"0, precursor.101",96_anomaly_categories_precursors.txt
YUHTAAN,,,,,"0, precursor.601",96_anomaly_categories_precursors.txt
FEN_HABBANIS,,,,,"0, precursor.1101",96_anomaly_categories_precursors.txt
IRASSIA,,,,,"0, precursor.1601",96_anomaly_categories_precursors.txt
TUTORIAL_CAT,,,1,,"1, 3, tutorial_anomaly_planet, tutorial.52, tutorial.53, tutorial.54",98_anomaly_categories_tutorial.txt
AIANOM_LUMP_CAT,,,1,GFX_evt_mining_station,"GFX_evt_mining_station, 1, yes, 2, yes, aianom.1, no, aianom.2, no, aianom.3, no, aianom.4, no, aianom.5, no",99_anomaly_categories_ai.txt
AIANOM_MININGDEPO_CAT,,,1,GFX_evt_mining_station,"GFX_evt_mining_station, 1, yes, 1, shipclass_mining_station, 2, shipclass_mining_station, shipclass_research_station, no, aianom.6, no, aianom.7, no",99_anomaly_categories_ai.txt
AIANOM_RESEARCHDEPO_CAT,,,2,GFX_evt_mining_station,"GFX_evt_mining_station, 2, yes, 1, shipclass_research_station, 2, shipclass_mining_station, shipclass_research_station, no, aianom.8, no, aianom.9, no, aianom.10, no",99_anomaly_categories_ai.txt
AIANOM_CLUE_CAT,,,5,GFX_evt_mining_station,"GFX_evt_mining_station, 5, yes, 0.5, 1, pc_barren, l_cluster_chain, l_cluster_chain, clues, 1, 0, l_cluster_chain, l_cluster_chain, clues, 1, 0, l_cluster_chain, l_cluster_chain, clues, aianom.11, no",99_anomaly_categories_ai.txt
