anomaly_id,name,desc,level,success_event_ids,source_file,source_localisation
moon_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
solar_system,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.2025,95_anomaly_categories_distant_stars.txt,???
time_loop_world,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
stolen_ship_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
transmitter_cat,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
solar_system,???,???,,,95_anomaly_categories_distant_stars.txt,???
disco_trojan_asteroid_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
disco_impossible_organism_cat,???,???,6.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
disco_stranded_scientist_cat,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
disco_molluscoid_miners_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
disco_alien_machine_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
disco_speed_demon_cat,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
disco_breathing_rift_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
disco_gray_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
vultaum_1_cat,???,???,,,96_anomaly_categories_precursors.txt,???
NOT,???,???,,,96_anomaly_categories_precursors.txt,???
from.owner,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_2_cat,???,???,,,96_anomaly_categories_precursors.txt,???
NOT,???,???,,,96_anomaly_categories_precursors.txt,???
from.owner,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_3_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
from.owner,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_4_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_5_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_6_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_7_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_8_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_9_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_10_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
vultaum_11_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_1_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_2_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_3_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_4_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_5_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_6_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_7_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_8_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
yuht_9_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_1_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_2_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_3_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_4_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_5_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_6_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_7_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_8_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_9_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_10_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_11_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_12_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_13_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
league_14_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_1_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_2_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_3_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_4_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_5_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_6_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_7_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
on_fail,???,???,,,96_anomaly_categories_precursors.txt,???
on_critical_fail,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
1,???,???,,,96_anomaly_categories_precursors.txt,???
irassian_8_cat,???,???,,,96_anomaly_categories_precursors.txt,???
solar_system,???,???,,,96_anomaly_categories_precursors.txt,???
FROM,???,???,,,96_anomaly_categories_precursors.txt,???
on_spawn,???,???,,,96_anomaly_categories_precursors.txt,???
